State,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Footnote,Footnote Symbol,Predicted Value
AK,2016,March,12 month-ending,Number of Drug Overdose Deaths,125,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,126
AK,2016,April,12 month-ending,Number of Drug Overdose Deaths,132,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,133
AK,2016,May,12 month-ending,Number of Drug Overdose Deaths,140,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,141
AK,2016,June,12 month-ending,Number of Drug Overdose Deaths,138,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,139
AK,2016,July,12 month-ending,Number of Drug Overdose Deaths,143,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,144
AK,2016,August,12 month-ending,Number of Drug Overdose Deaths,138,100,0.023386342376052,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,139
AK,2016,September,12 month-ending,Number of Drug Overdose Deaths,131,100,0.046992481203008,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,133
AK,2016,October,12 month-ending,Number of Drug Overdose Deaths,131,100,0.069913773013284,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,133
AK,2016,November,12 month-ending,Number of Drug Overdose Deaths,133,100,0.069946374446258,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,135
AK,2016,December,12 month-ending,Number of Drug Overdose Deaths,129,100,0.068886337543054,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,131
AK,2017,January,12 month-ending,Number of Drug Overdose Deaths,126,100,0.068587105624143,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,128
AK,2017,February,12 month-ending,Number of Drug Overdose Deaths,124,100,0.069013112491373,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,126
AK,2017,March,12 month-ending,Number of Drug Overdose Deaths,126,100,0.068823124569856,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,128
AK,2017,April,12 month-ending,Number of Drug Overdose Deaths,117,100,0.069364161849711,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,119
AK,2017,May,12 month-ending,Number of Drug Overdose Deaths,120,100,0.070142623334113,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,122
AK,2017,June,12 month-ending,Number of Drug Overdose Deaths,122,100,0.070159027128157,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,124
AK,2017,July,12 month-ending,Number of Drug Overdose Deaths,128,100,0.070821529745042,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,130
AK,2017,August,12 month-ending,Number of Drug Overdose Deaths,137,100,0.04723665564478,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,139
AK,2017,September,12 month-ending,Number of Drug Overdose Deaths,148,100,0.023261223540358,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,149
AK,2017,October,12 month-ending,Number of Drug Overdose Deaths,144,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,145
AK,2017,November,12 month-ending,Number of Drug Overdose Deaths,138,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,139
AK,2017,December,12 month-ending,Number of Drug Overdose Deaths,141,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,142
AK,2018,January,12 month-ending,Number of Drug Overdose Deaths,138,100,0,Alaska,Underreported due to incomplete data.,*,138
AK,2018,February,12 month-ending,Number of Drug Overdose Deaths,139,100,0,Alaska,Underreported due to incomplete data.,*,139
AK,2018,March,12 month-ending,Number of Drug Overdose Deaths,136,100,0,Alaska,Underreported due to incomplete data.,*,137
AK,2018,April,12 month-ending,Number of Drug Overdose Deaths,142,100,0,Alaska,Underreported due to incomplete data.,*,143
AK,2018,May,12 month-ending,Number of Drug Overdose Deaths,126,100,0,Alaska,Underreported due to incomplete data.,*,127
AK,2018,June,12 month-ending,Number of Drug Overdose Deaths,125,100,0,Alaska,Underreported due to incomplete data.,*,126
AK,2018,July,12 month-ending,Number of Drug Overdose Deaths,116,100,0,Alaska,Underreported due to incomplete data.,*,117
AK,2018,August,12 month-ending,Number of Drug Overdose Deaths,110,100,0,Alaska,Underreported due to incomplete data.,*,111
AK,2018,September,12 month-ending,Number of Drug Overdose Deaths,100,100,0,Alaska,Underreported due to incomplete data.,*,101
AL,2015,January,12 month-ending,Number of Deaths,49543,100,0.337080919605191,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,February,12 month-ending,Number of Deaths,50004,100,0.323974082073434,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,March,12 month-ending,Number of Deaths,50486,100,0.30899655349998,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,April,12 month-ending,Number of Deaths,50565,100,0.316424404232176,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,May,12 month-ending,Number of Deaths,50516,100,0.318710903476126,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,June,12 month-ending,Number of Deaths,50658,100,0.341505783884085,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,July,12 month-ending,Number of Deaths,50841,100,0.330441966129699,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,August,12 month-ending,Number of Deaths,50930,100,0.331827999214608,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,September,12 month-ending,Number of Deaths,51044,100,0.323250528955411,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,October,12 month-ending,Number of Deaths,51091,100,0.309252118768472,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,November,12 month-ending,Number of Deaths,51093,100,0.2935822911162,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,December,12 month-ending,Number of Deaths,50870,100,0.310595635934736,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,January,12 month-ending,Number of Deaths,50534,100,0.302766454268413,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,February,12 month-ending,Number of Deaths,50555,100,0.282860251211552,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,March,12 month-ending,Number of Deaths,50348,100,0.282037022324621,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,April,12 month-ending,Number of Deaths,50391,100,0.27981187116747,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,May,12 month-ending,Number of Deaths,50511,100,0.283106650036626,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,June,12 month-ending,Number of Deaths,50613,100,0.264754114555549,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,July,12 month-ending,Number of Deaths,50683,100,0.278199790856895,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,August,12 month-ending,Number of Deaths,50756,100,0.264008196075341,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,September,12 month-ending,Number of Deaths,50810,100,0.265695729187168,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,October,12 month-ending,Number of Deaths,50869,100,0.287011736027836,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,November,12 month-ending,Number of Deaths,51110,100,0.275875562512229,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,December,12 month-ending,Number of Deaths,51431,100,0.270265015263168,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,January,12 month-ending,Number of Deaths,51652,100,0.259428482924185,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,February,12 month-ending,Number of Deaths,51542,100,0.256101819875053,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,March,12 month-ending,Number of Deaths,51668,100,0.251606410157157,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,April,12 month-ending,Number of Deaths,51794,100,0.231687068000154,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,May,12 month-ending,Number of Deaths,51943,100,0.213695781914791,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,June,12 month-ending,Number of Deaths,52000,100,0.205769230769231,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,July,12 month-ending,Number of Deaths,52035,100,0.188334774670895,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,August,12 month-ending,Number of Deaths,52075,100,0.184349495919347,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,September,12 month-ending,Number of Deaths,52232,100,0.174222698728749,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,October,12 month-ending,Number of Deaths,52267,100,0.158800007653012,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,November,12 month-ending,Number of Deaths,52254,100,0.162666972863321,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,December,12 month-ending,Number of Deaths,52307,100,0.141472460664921,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2018,January,12 month-ending,Number of Deaths,53106,100,0.15252513840244,Alabama,Underreported due to incomplete data.,*,
AL,2018,February,12 month-ending,Number of Deaths,53279,100,0.16141444096173,Alabama,Underreported due to incomplete data.,*,
AL,2018,March,12 month-ending,Number of Deaths,53229,100,0.167202089086776,Alabama,Underreported due to incomplete data.,*,
AL,2018,April,12 month-ending,Number of Deaths,53251,100,0.176522506619594,Alabama,Underreported due to incomplete data.,*,
AL,2018,May,12 month-ending,Number of Deaths,53287,100,0.202676074840017,Alabama,Underreported due to incomplete data.,*,
AL,2018,June,12 month-ending,Number of Deaths,53370,100,0.213603147835863,Alabama,Underreported due to incomplete data.,*,
AL,2018,July,12 month-ending,Number of Deaths,53470,100,0.230035533944268,Alabama,Underreported due to incomplete data.,*,
AL,2018,August,12 month-ending,Number of Deaths,53485,100,0.229971019912125,Alabama,Underreported due to incomplete data.,*,
AL,2018,September,12 month-ending,Number of Deaths,53371,100,0.234209589477432,Alabama,Underreported due to incomplete data.,*,
AL,2015,January,12 month-ending,Number of Drug Overdose Deaths,715,100,0.337080919605191,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,751
AL,2015,February,12 month-ending,Number of Drug Overdose Deaths,723,100,0.323974082073434,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,758
AL,2015,March,12 month-ending,Number of Drug Overdose Deaths,733,100,0.30899655349998,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,767
AL,2015,April,12 month-ending,Number of Drug Overdose Deaths,738,100,0.316424404232176,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,773
AL,2015,May,12 month-ending,Number of Drug Overdose Deaths,755,100,0.318710903476126,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,791
AL,2015,June,12 month-ending,Number of Drug Overdose Deaths,756,100,0.341505783884085,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,795
AL,2015,July,12 month-ending,Number of Drug Overdose Deaths,743,100,0.330441966129699,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,780
AL,2015,August,12 month-ending,Number of Drug Overdose Deaths,736,100,0.331827999214608,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,773
AL,2015,September,12 month-ending,Number of Drug Overdose Deaths,744,100,0.323250528955411,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,780
AL,2015,October,12 month-ending,Number of Drug Overdose Deaths,730,100,0.309252118768472,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,764
AL,2015,November,12 month-ending,Number of Drug Overdose Deaths,725,100,0.2935822911162,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,757
AL,2015,December,12 month-ending,Number of Drug Overdose Deaths,720,100,0.310595635934736,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,754
AL,2016,January,12 month-ending,Number of Drug Overdose Deaths,706,100,0.302766454268413,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,738
AL,2016,February,12 month-ending,Number of Drug Overdose Deaths,710,100,0.282860251211552,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,740
AL,2016,March,12 month-ending,Number of Drug Overdose Deaths,681,100,0.282037022324621,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,710
AL,2016,April,12 month-ending,Number of Drug Overdose Deaths,676,100,0.27981187116747,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,705
AL,2016,May,12 month-ending,Number of Drug Overdose Deaths,654,100,0.283106650036626,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,682
AL,2016,June,12 month-ending,Number of Drug Overdose Deaths,674,100,0.264754114555549,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,701
AL,2016,July,12 month-ending,Number of Drug Overdose Deaths,681,100,0.278199790856895,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,710
AL,2016,August,12 month-ending,Number of Drug Overdose Deaths,685,100,0.264008196075341,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,712
AL,2016,September,12 month-ending,Number of Drug Overdose Deaths,695,100,0.265695729187168,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,723
AL,2016,October,12 month-ending,Number of Drug Overdose Deaths,704,100,0.287011736027836,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,734
AL,2016,November,12 month-ending,Number of Drug Overdose Deaths,718,100,0.275875562512229,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,748
AL,2016,December,12 month-ending,Number of Drug Overdose Deaths,740,100,0.270265015263168,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,770
AL,2017,January,12 month-ending,Number of Drug Overdose Deaths,763,100,0.259428482924185,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,793
AL,2017,February,12 month-ending,Number of Drug Overdose Deaths,759,100,0.256101819875053,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,788
AL,2017,March,12 month-ending,Number of Drug Overdose Deaths,794,100,0.251606410157157,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,824
AL,2017,April,12 month-ending,Number of Drug Overdose Deaths,795,100,0.231687068000154,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,823
AL,2017,May,12 month-ending,Number of Drug Overdose Deaths,812,100,0.213695781914791,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,838
AL,2017,June,12 month-ending,Number of Drug Overdose Deaths,804,100,0.205769230769231,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,829
AL,2017,July,12 month-ending,Number of Drug Overdose Deaths,809,100,0.188334774670895,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,832
AL,2017,August,12 month-ending,Number of Drug Overdose Deaths,808,100,0.184349495919347,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,831
AL,2017,September,12 month-ending,Number of Drug Overdose Deaths,800,100,0.174222698728749,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,821
AL,2017,October,12 month-ending,Number of Drug Overdose Deaths,801,100,0.158800007653012,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,821
AL,2017,November,12 month-ending,Number of Drug Overdose Deaths,799,100,0.162666972863321,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,819
AL,2017,December,12 month-ending,Number of Drug Overdose Deaths,807,100,0.141472460664921,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,825
AL,2018,January,12 month-ending,Number of Drug Overdose Deaths,786,100,0.15252513840244,Alabama,Underreported due to incomplete data.,*,800
AL,2018,February,12 month-ending,Number of Drug Overdose Deaths,797,100,0.16141444096173,Alabama,Underreported due to incomplete data.,*,815
AL,2018,March,12 month-ending,Number of Drug Overdose Deaths,782,100,0.167202089086776,Alabama,Underreported due to incomplete data.,*,802
AL,2018,April,12 month-ending,Number of Drug Overdose Deaths,781,100,0.176522506619594,Alabama,Underreported due to incomplete data.,*,802
AL,2018,May,12 month-ending,Number of Drug Overdose Deaths,784,100,0.202676074840017,Alabama,Underreported due to incomplete data.,*,808
AL,2018,June,12 month-ending,Number of Drug Overdose Deaths,761,100,0.213603147835863,Alabama,Underreported due to incomplete data.,*,787
AL,2018,July,12 month-ending,Number of Drug Overdose Deaths,756,100,0.230035533944268,Alabama,Underreported due to incomplete data.,*,785
AL,2018,August,12 month-ending,Number of Drug Overdose Deaths,742,100,0.229971019912125,Alabama,Underreported due to incomplete data.,*,773
AL,2018,September,12 month-ending,Number of Drug Overdose Deaths,750,100,0.234209589477432,Alabama,Underreported due to incomplete data.,*,780
AR,2015,January,12 month-ending,Number of Deaths,30122,100,0.049797490206494,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,February,12 month-ending,Number of Deaths,30332,100,0.046155874983516,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,March,12 month-ending,Number of Deaths,30387,100,0.046072333563695,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,April,12 month-ending,Number of Deaths,30444,100,0.039416633819472,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,May,12 month-ending,Number of Deaths,30602,100,0.042480883602379,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,June,12 month-ending,Number of Deaths,30722,100,0.042314953453551,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,July,12 month-ending,Number of Deaths,30685,100,0.04888381945576,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,August,12 month-ending,Number of Deaths,30884,100,0.04856883823339,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,September,12 month-ending,Number of Deaths,30931,100,0.061427047298826,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,October,12 month-ending,Number of Deaths,31015,100,0.058036433983556,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,November,12 month-ending,Number of Deaths,31007,100,0.061276485954784,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,December,12 month-ending,Number of Deaths,30986,100,0.070999806364164,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,January,12 month-ending,Number of Deaths,30624,100,0.07183908045977,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,February,12 month-ending,Number of Deaths,30413,100,0.072337487258738,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,March,12 month-ending,Number of Deaths,30421,100,0.075605667137832,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,April,12 month-ending,Number of Deaths,30489,100,0.07871691429696,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,May,12 month-ending,Number of Deaths,30361,100,0.079048779684464,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,June,12 month-ending,Number of Deaths,30434,100,0.078859170664388,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,July,12 month-ending,Number of Deaths,30590,100,0.075187969924812,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,August,12 month-ending,Number of Deaths,30488,100,0.078719496195224,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,September,12 month-ending,Number of Deaths,30540,100,0.068762278978389,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,October,12 month-ending,Number of Deaths,30489,100,0.07543704286792,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,November,12 month-ending,Number of Deaths,30697,100,0.074925888523308,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,December,12 month-ending,Number of Deaths,31028,100,0.070903699883976,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2017,January,12 month-ending,Number of Deaths,31113,100,0.073924083180664,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
